month,mine_location,target_production,actual_production,equipment_available,equipment_utilization,downtime_hours,rainfall,temperature,soil_moisture,blast_count,blast_delay,mn_grade,ore_thickness,ore_depth,lithology
2024-07,MOIL-Mine-16,90454.22,51569.49,9,80.01,22.89,112.55,29.57,0.427,25,3.86,28.67,4.49,29.06,Manganese-bearing
2024-08,MOIL-Mine-16,92647.39,63477.69,10,78.57,22.29,50.84,26.83,0.28,31,4.67,30.62,4.04,25.9,Manganese-bearing
2024-09,MOIL-Mine-16,88782.4,62793.08,11,87.45,16.26,31.94,26.22,0.21,25,3.94,29.32,4.7,33.3,Metamorphic
2024-10,MOIL-Mine-16,90147.16,70368.86,10,86.6,18.48,5.15,31.02,0.218,25,2.72,32.1,4.84,30.04,Metamorphic
2024-11,MOIL-Mine-16,89163.73,62511.65,12,76.84,16.83,51.88,24.24,0.282,28,5.57,33.4,4.7,25.1,Manganese-bearing
2024-12,MOIL-Mine-16,93161.78,83458.96,11,88.3,13.02,9.4,19.21,0.228,26,1.81,32.98,4.55,30.56,Manganese-bearing
2025-01,MOIL-Mine-16,95584.74,73681.6,11,82.4,16.33,11.38,21.27,0.251,30,2.29,32.73,4.46,25.45,Laterite
2025-02,MOIL-Mine-16,89492.82,63912.05,11,81.64,24.5,6.79,23.64,0.212,27,3.74,30.29,4.37,33.79,Banded formation
2025-03,MOIL-Mine-16,95583.12,64840.58,12,81.5,27.96,39.09,21.43,0.261,22,4.53,30.86,4.76,27.19,Manganese-bearing
2025-04,MOIL-Mine-16,92005.62,71279.5,12,80.45,21.43,10.4,33.8,0.216,19,3.05,33.62,4.5,27.1,Manganese-bearing
2025-05,MOIL-Mine-16,94560.51,69713.33,13,88.19,21.54,13.64,32.06,0.184,20,3.76,31.73,4.25,28.67,Banded formation
2025-06,MOIL-Mine-16,92702.68,53154.64,10,74.36,26.81,99.4,29.76,0.382,25,5.3,31.86,4.73,26.1,Banded formation
2025-07,MOIL-Mine-16,95967.79,65801.66,11,91.53,19.64,61.69,28.93,0.253,28,3.75,31.46,4.49,28.99,Metamorphic
2025-08,MOIL-Mine-16,94616.72,57053.0,11,86.31,25.73,78.08,28.63,0.329,27,5.11,30.04,4.23,27.91,Metamorphic
2025-09,MOIL-Mine-16,92655.69,50960.63,13,71.59,27.99,231.72,29.82,0.671,31,10.14,32.58,4.23,29.99,Banded formation
2025-10,MOIL-Mine-16,91803.85,63911.72,11,89.12,20.25,19.44,24.57,0.28,28,4.25,30.05,4.17,35.96,Banded formation
2025-11,MOIL-Mine-16,95154.18,87010.68,12,86.79,7.94,2.49,25.46,0.215,21,2.65,32.77,4.95,26.28,Manganese-bearing
2025-12,MOIL-Mine-16,94256.84,71019.75,11,84.65,23.2,21.36,21.69,0.228,25,4.27,32.83,4.37,26.23,Manganese-bearing
2021-01,MOIL-Mine-17,71116.98,52385.51,11,86.63,20.49,4.87,24.57,0.187,24,3.28,29.26,4.21,33.15,Metamorphic
2021-02,MOIL-Mine-17,70645.35,45657.45,11,80.96,36.87,29.66,23.4,0.205,20,4.66,31.84,4.42,32.51,Manganese-bearing
2021-03,MOIL-Mine-17,71983.86,60003.93,13,89.74,16.58,18.46,32.53,0.188,21,3.3,30.99,4.94,31.33,Manganese-bearing
2021-04,MOIL-Mine-17,74226.25,54423.32,11,90.18,14.04,43.36,34.33,0.271,31,3.68,29.06,4.38,30.4,Banded formation
2021-05,MOIL-Mine-17,72974.38,61259.48,13,83.53,14.44,14.84,34.36,0.177,30,3.15,30.24,4.18,25.86,Manganese-bearing
2021-06,MOIL-Mine-17,73006.13,49005.21,10,80.42,17.54,47.6,29.69,0.292,25,4.06,32.47,3.91,28.59,Laterite
2021-07,MOIL-Mine-17,70355.62,41346.94,11,79.58,20.6,109.97,27.74,0.409,24,6.37,30.15,4.18,26.92,Metamorphic
2021-08,MOIL-Mine-17,69722.32,38347.28,12,70.73,26.17,171.47,27.57,0.495,22,7.72,32.39,4.78,27.54,Metamorphic
2021-09,MOIL-Mine-17,72798.85,55731.52,11,80.8,9.29,45.5,31.65,0.294,27,3.47,31.59,3.85,33.21,Manganese-bearing
2021-10,MOIL-Mine-17,69950.59,60589.31,11,89.88,15.79,11.36,27.35,0.124,23,2.14,31.31,4.11,32.31,Manganese-bearing
2021-11,MOIL-Mine-17,72006.43,53974.84,11,80.65,25.63,13.02,28.13,0.216,18,3.4,32.24,4.0,28.5,Metamorphic
2021-12,MOIL-Mine-17,70892.43,47961.98,12,73.97,25.45,22.13,25.49,0.222,25,3.71,29.75,3.77,31.94,Manganese-bearing
2022-01,MOIL-Mine-17,73994.94,58865.99,13,82.1,15.93,13.93,19.05,0.214,26,3.5,32.1,3.79,29.8,Manganese-bearing
2022-02,MOIL-Mine-17,74739.35,59939.62,11,90.83,30.61,9.93,26.78,0.205,22,2.94,32.33,3.9,29.19,Manganese-bearing
2022-03,MOIL-Mine-17,72859.31,55454.84,10,84.08,21.23,14.07,27.91,0.227,25,3.65,32.33,4.37,30.98,Metamorphic
2022-04,MOIL-Mine-17,71694.84,55993.42,12,83.93,16.27,19.85,32.11,0.226,21,3.92,32.2,3.62,23.49,Metamorphic
2022-05,MOIL-Mine-17,72093.8,49867.88,11,86.08,28.58,34.6,31.55,0.273,25,2.68,31.98,4.08,29.55,Laterite
2022-06,MOIL-Mine-17,73198.25,48931.1,11,80.57,18.58,61.78,38.95,0.237,25,3.41,28.8,3.79,33.11,Banded formation
2022-07,MOIL-Mine-17,73442.04,48884.72,10,79.82,16.37,63.85,29.11,0.339,35,4.98,31.88,3.92,33.89,Manganese-bearing
2022-08,MOIL-Mine-17,73268.06,41349.0,12,77.33,18.09,133.59,29.96,0.431,22,5.97,31.79,3.59,33.56,Manganese-bearing
2022-09,MOIL-Mine-17,73301.57,45026.54,12,84.36,22.38,63.44,31.91,0.287,23,5.05,29.14,3.57,29.89,Metamorphic
2022-10,MOIL-Mine-17,72103.11,53443.15,11,76.18,13.56,37.18,24.38,0.248,22,3.53,31.32,3.76,28.57,Manganese-bearing
2022-11,MOIL-Mine-17,72260.43,64794.48,10,88.04,6.48,10.43,27.82,0.261,27,2.1,31.31,3.83,30.44,Manganese-bearing
2022-12,MOIL-Mine-17,73291.03,57009.04,11,75.33,18.26,16.55,23.49,0.195,23,4.29,33.28,3.73,28.02,Manganese-bearing
2023-01,MOIL-Mine-17,74140.21,58463.73,12,85.39,10.3,16.37,26.6,0.159,25,2.44,30.92,3.74,26.19,Laterite
2023-02,MOIL-Mine-17,72837.83,51406.2,11,85.54,18.81,15.35,24.03,0.226,27,5.12,28.5,4.11,28.51,Metamorphic
2023-03,MOIL-Mine-17,74980.02,51968.84,13,81.29,31.91,22.24,26.68,0.255,30,3.4,35.69,3.81,31.95,Laterite
2023-04,MOIL-Mine-17,72794.12,54962.37,11,89.01,13.86,7.82,34.41,0.218,23,3.34,31.28,4.11,28.98,Laterite
2023-05,MOIL-Mine-17,74114.15,56066.01,11,80.5,30.45,10.2,33.86,0.21,20,2.52,31.91,3.67,30.12,Manganese-bearing
2023-06,MOIL-Mine-17,74200.82,40810.45,11,76.73,18.79,143.12,31.4,0.445,29,6.89,30.82,3.95,30.9,Metamorphic
2023-07,MOIL-Mine-17,73448.98,40396.94,12,77.45,28.67,117.39,27.34,0.395,27,7.08,32.14,3.79,32.29,Banded formation
2023-08,MOIL-Mine-17,73033.71,40168.54,10,60.26,32.56,287.54,26.45,0.715,30,11.9,31.87,4.47,29.83,Banded formation
2023-09,MOIL-Mine-17,72303.04,54617.47,12,80.65,16.22,58.14,30.95,0.303,21,3.23,31.24,4.07,28.76,Manganese-bearing
2023-10,MOIL-Mine-17,74743.52,51145.39,10,77.19,25.85,19.24,30.76,0.135,30,3.92,31.3,4.53,32.58,Metamorphic
2023-11,MOIL-Mine-17,76157.92,63104.68,13,86.77,22.22,2.29,26.14,0.167,25,2.88,31.67,4.38,29.04,Manganese-bearing
2023-12,MOIL-Mine-17,74157.33,58267.12,11,79.01,24.73,20.92,19.13,0.192,24,2.29,33.01,4.1,28.94,Manganese-bearing
2024-01,MOIL-Mine-17,73528.04,49539.52,13,76.7,28.34,29.99,18.36,0.231,27,4.71,28.45,4.31,29.58,Manganese-bearing
2024-02,MOIL-Mine-17,74319.95,64906.19,12,82.18,7.96,14.73,23.12,0.221,28,3.36,33.38,4.1,30.31,Manganese-bearing
2024-03,MOIL-Mine-17,73990.64,59546.51,12,79.48,17.02,35.25,26.07,0.257,26,2.06,33.0,4.07,31.09,Banded formation
2024-04,MOIL-Mine-17,75265.42,68363.09,11,82.53,5.22,9.53,33.48,0.206,31,3.46,34.06,4.31,27.49,Manganese-bearing
2024-05,MOIL-Mine-17,77138.85,51291.65,11,78.57,15.14,61.39,34.43,0.309,29,4.03,32.42,3.5,32.05,Metamorphic
2024-06,MOIL-Mine-17,72831.37,45152.22,11,79.6,19.18,116.11,31.73,0.428,19,6.22,30.07,4.04,27.68,Manganese-bearing
2024-07,MOIL-Mine-17,74061.3,45106.15,13,70.98,27.15,110.35,27.24,0.407,20,4.64,31.73,4.09,29.02,Manganese-bearing
2024-08,MOIL-Mine-17,76875.02,42281.26,11,66.52,28.84,208.75,28.87,0.577,21,8.99,30.38,4.37,31.16,Manganese-bearing
2024-09,MOIL-Mine-17,74050.18,42276.06,10,72.52,22.96,95.13,31.95,0.402,32,5.15,30.23,4.18,29.78,Banded formation
2024-10,MOIL-Mine-17,73249.61,60186.79,12,88.72,21.63,10.89,27.54,0.176,22,3.78,33.76,3.97,31.42,Manganese-bearing
2024-11,MOIL-Mine-17,73578.93,64321.7,14,81.93,19.2,7.75,31.21,0.165,33,2.64,33.5,4.2,27.75,Manganese-bearing
2024-12,MOIL-Mine-17,74336.04,59895.99,13,75.64,18.28,20.18,21.18,0.218,16,2.07,30.54,4.04,29.84,Manganese-bearing
2025-01,MOIL-Mine-17,78511.46,72362.97,11,88.09,9.04,2.18,22.08,0.214,22,1.36,31.53,4.26,33.76,Manganese-bearing
2025-02,MOIL-Mine-17,79091.15,59607.02,13,84.43,12.96,12.54,24.57,0.215,24,2.33,29.96,3.46,29.72,Laterite
2025-03,MOIL-Mine-17,79882.88,62635.84,12,83.5,10.57,43.1,27.47,0.295,26,4.11,34.25,3.68,31.22,Manganese-bearing
2025-04,MOIL-Mine-17,75456.23,57031.3,12,81.76,26.01,20.35,31.28,0.194,28,4.03,32.24,4.47,29.04,Manganese-bearing
2025-05,MOIL-Mine-17,77587.73,54457.49,10,84.79,21.27,28.09,37.62,0.283,31,4.28,31.61,4.29,33.77,Banded formation
2025-06,MOIL-Mine-17,78046.14,42925.38,13,71.91,24.55,185.81,28.17,0.544,24,8.24,31.19,3.74,30.02,Metamorphic
2025-07,MOIL-Mine-17,76471.08,54205.3,11,82.5,15.44,17.69,31.81,0.276,25,4.16,31.87,4.79,25.45,Laterite
2025-08,MOIL-Mine-17,79869.77,60007.21,12,78.44,16.86,58.34,26.22,0.312,22,4.05,31.9,3.86,25.2,Manganese-bearing
2025-09,MOIL-Mine-17,78768.93,54923.51,13,78.46,17.91,70.58,28.22,0.312,26,4.36,30.75,4.25,31.33,Manganese-bearing
2025-10,MOIL-Mine-17,76650.25,64264.7,10,85.89,18.62,16.83,29.42,0.217,22,2.07,32.38,4.33,32.73,Manganese-bearing
2025-11,MOIL-Mine-17,75098.24,63831.82,10,89.81,11.09,10.42,23.63,0.178,27,3.14,31.83,3.82,28.28,Manganese-bearing
2025-12,MOIL-Mine-17,80014.12,61316.8,10,85.88,26.69,22.62,21.22,0.26,26,2.85,30.18,4.43,27.18,Manganese-bearing
2021-01,MOIL-Mine-18,116699.68,65294.01,11,80.41,34.81,41.83,19.95,0.312,26,4.04,31.37,4.33,32.47,Laterite
2021-02,MOIL-Mine-18,113495.8,75632.85,11,85.78,24.17,20.8,28.36,0.21,33,3.41,29.8,5.06,28.12,Metamorphic
2021-03,MOIL-Mine-18,118366.58,84066.78,12,83.25,18.28,27.13,26.27,0.177,25,3.0,28.74,5.63,28.87,Manganese-bearing
2021-04,MOIL-Mine-18,117559.46,81022.94,11,80.6,22.92,12.11,31.13,0.178,24,3.79,31.26,5.07,25.17,Metamorphic
2021-05,MOIL-Mine-18,116567.15,78366.77,10,87.16,27.72,19.51,29.69,0.185,29,3.98,30.35,4.93,30.82,Manganese-bearing
2021-06,MOIL-Mine-18,119051.06,68054.57,10,79.25,21.55,86.83,31.29,0.417,21,4.31,31.47,4.33,28.23,Metamorphic
2021-07,MOIL-Mine-18,116599.35,83870.55,11,83.58,22.02,38.11,26.8,0.235,16,3.15,31.57,5.0,26.98,Manganese-bearing
2021-08,MOIL-Mine-18,114640.63,65433.9,14,83.64,23.61,127.8,26.5,0.376,26,6.71,28.86,5.25,30.23,Manganese-bearing
2021-09,MOIL-Mine-18,111253.36,65699.05,12,75.06,19.58,93.98,28.68,0.388,21,4.91,31.89,4.41,30.85,Manganese-bearing
2021-10,MOIL-Mine-18,117471.13,88458.09,11,80.9,13.04,10.97,31.59,0.237,21,2.82,29.56,5.14,31.49,Manganese-bearing
2021-11,MOIL-Mine-18,109393.12,90649.49,12,84.67,9.71,19.91,22.9,0.166,27,2.14,32.01,5.46,25.87,Manganese-bearing
2021-12,MOIL-Mine-18,115840.66,90768.44,12,85.5,16.78,7.5,20.08,0.279,28,2.84,33.47,5.05,31.53,Metamorphic
2022-01,MOIL-Mine-18,120198.38,87839.74,13,87.85,18.03,4.43,20.31,0.142,26,2.82,32.81,4.88,32.51,Laterite
2022-02,MOIL-Mine-18,118176.67,77650.57,11,84.11,32.02,23.75,25.73,0.218,28,3.58,29.46,5.35,30.96,Manganese-bearing
2022-03,MOIL-Mine-18,115300.08,73038.37,12,81.66,24.94,25.12,28.58,0.216,20,4.94,31.59,4.97,32.04,Banded formation
2022-04,MOIL-Mine-18,119586.02,67068.91,10,74.71,26.86,68.84,34.58,0.296,28,5.1,29.05,4.86,28.0,Manganese-bearing
2022-05,MOIL-Mine-18,116201.84,68201.23,12,73.88,21.96,51.09,34.11,0.258,19,5.74,29.42,4.58,30.5,Manganese-bearing
2022-06,MOIL-Mine-18,120336.2,80598.66,10,79.41,18.41,30.37,33.19,0.226,23,4.18,31.6,5.13,29.78,Manganese-bearing
2022-07,MOIL-Mine-18,117822.29,84269.14,10,82.34,19.01,40.17,33.84,0.263,24,2.97,32.5,5.25,29.37,Banded formation
2022-08,MOIL-Mine-18,116405.94,76289.84,11,79.38,22.47,46.22,29.68,0.248,21,4.77,32.23,4.82,29.87,Manganese-bearing
2022-09,MOIL-Mine-18,115519.94,71417.26,13,77.21,21.5,75.17,29.13,0.291,20,4.26,30.28,5.68,30.72,Metamorphic
2022-10,MOIL-Mine-18,118246.49,84418.38,10,80.56,14.86,11.69,24.99,0.22,30,2.39,34.51,4.48,30.69,Laterite
2022-11,MOIL-Mine-18,114318.92,90389.47,14,86.41,25.04,5.12,23.89,0.111,26,1.53,30.36,5.53,27.47,Metamorphic
2022-12,MOIL-Mine-18,118889.77,97992.72,10,80.09,15.73,5.36,20.32,0.188,31,1.84,30.89,4.86,24.44,Manganese-bearing
2023-01,MOIL-Mine-18,125084.55,73473.75,11,82.9,31.1,25.52,24.47,0.163,29,4.61,33.52,4.73,33.6,Laterite
2023-02,MOIL-Mine-18,117369.28,87512.4,13,87.59,21.83,10.55,23.59,0.215,23,3.62,30.35,4.85,33.07,Manganese-bearing
2023-03,MOIL-Mine-18,118122.09,73759.59,13,82.51,16.47,33.32,30.9,0.192,19,4.19,29.54,4.68,30.98,Laterite
2023-04,MOIL-Mine-18,124029.1,91666.13,11,85.4,18.3,15.66,29.4,0.214,28,3.98,31.62,5.24,27.78,Manganese-bearing
2023-05,MOIL-Mine-18,116698.64,78026.29,10,82.12,21.73,29.86,31.76,0.246,21,3.76,32.33,4.55,31.5,Metamorphic
2023-06,MOIL-Mine-18,123850.35,80271.51,12,79.97,20.08,28.81,35.01,0.258,28,4.15,29.36,4.97,32.98,Manganese-bearing
2023-07,MOIL-Mine-18,116555.1,68323.94,10,78.19,26.54,57.27,25.83,0.302,22,4.6,27.84,4.87,28.93,Manganese-bearing
2023-08,MOIL-Mine-18,120306.17,71539.01,13,76.05,26.87,46.27,27.82,0.27,28,5.05,28.97,4.65,30.58,Manganese-bearing
2023-09,MOIL-Mine-18,122893.94,73376.59,11,76.84,22.92,80.07,27.38,0.353,27,4.88,31.35,5.66,27.2,Metamorphic
2023-10,MOIL-Mine-18,118249.52,84499.41,11,86.89,20.78,12.04,29.96,0.16,26,3.23,28.93,6.09,34.73,Manganese-bearing
2023-11,MOIL-Mine-18,120258.87,73927.36,11,80.16,17.6,42.8,20.05,0.259,24,2.79,29.62,5.08,29.99,Laterite
2023-12,MOIL-Mine-18,118911.67,85923.65,11,79.31,15.03,41.97,25.25,0.274,29,3.7,30.9,4.88,24.93,Manganese-bearing
2024-01,MOIL-Mine-18,121849.7,85865.36,11,80.77,23.8,9.63,22.14,0.221,24,3.68,29.39,4.67,30.64,Manganese-bearing
2024-02,MOIL-Mine-18,122818.48,84914.15,10,85.43,17.7,30.55,23.68,0.232,24,4.04,30.13,4.64,25.45,Manganese-bearing
2024-03,MOIL-Mine-18,121738.53,93889.31,12,83.02,17.74,5.68,25.48,0.187,26,2.87,30.51,5.2,30.12,Manganese-bearing
2024-04,MOIL-Mine-18,120670.47,77877.3,12,82.56,14.66,13.11,31.88,0.194,28,2.73,30.16,4.46,31.43,Laterite
2024-05,MOIL-Mine-18,119321.83,95526.23,12,86.94,5.0,24.42,31.05,0.186,19,1.4,28.09,4.78,34.29,Manganese-bearing
2024-06,MOIL-Mine-18,121662.29,84459.37,11,86.35,27.45,31.7,32.3,0.205,25,2.3,30.48,4.77,28.57,Manganese-bearing
2024-07,MOIL-Mine-18,123433.16,72343.93,13,77.73,36.32,90.87,25.15,0.37,29,5.43,33.16,4.83,26.81,Manganese-bearing
2024-08,MOIL-Mine-18,121159.31,66637.62,10,73.45,26.8,103.22,32.49,0.424,26,6.76,31.91,5.05,27.0,Metamorphic
2024-09,MOIL-Mine-18,120689.09,88750.28,13,87.26,23.31,8.8,29.18,0.188,28,4.29,30.89,5.12,27.66,Manganese-bearing
2024-10,MOIL-Mine-18,121342.04,83222.53,12,78.59,12.46,37.22,29.04,0.255,17,3.59,31.35,5.37,23.62,Laterite
2024-11,MOIL-Mine-18,123214.77,76775.59,11,81.57,17.31,41.52,24.43,0.254,29,4.89,28.59,4.48,30.93,Manganese-bearing
2024-12,MOIL-Mine-18,123130.73,90509.18,13,88.69,5.33,9.81,23.29,0.194,21,4.7,29.2,4.46,32.91,Manganese-bearing
2025-01,MOIL-Mine-18,122579.2,76745.25,12,81.27,19.54,59.36,23.24,0.314,21,5.52,29.52,5.12,28.79,Manganese-bearing
2025-02,MOIL-Mine-18,124525.54,89725.05,14,85.33,15.91,17.28,24.47,0.212,32,3.73,30.04,5.02,31.49,Metamorphic
2025-03,MOIL-Mine-18,122068.04,87530.35,12,81.81,17.49,9.49,30.69,0.22,29,4.17,28.91,4.82,26.93,Manganese-bearing
2025-04,MOIL-Mine-18,125616.58,90491.88,10,83.35,22.93,6.83,32.42,0.17,20,2.43,29.75,4.64,28.64,Manganese-bearing
2025-05,MOIL-Mine-18,128479.58,90957.8,12,82.85,18.15,37.17,35.31,0.242,24,2.69,30.05,4.99,28.0,Banded formation
2025-06,MOIL-Mine-18,124411.25,68426.19,12,72.17,30.59,149.87,32.95,0.463,32,8.52,33.08,4.74,29.56,Manganese-bearing
2025-07,MOIL-Mine-18,123934.84,68164.16,11,75.04,25.9,81.42,26.04,0.365,21,6.4,32.47,4.48,29.43,Metamorphic
2025-08,MOIL-Mine-18,120303.33,67866.74,12,73.41,31.4,72.18,27.94,0.33,23,5.36,29.46,4.74,30.73,Manganese-bearing
2025-09,MOIL-Mine-18,128106.91,70458.8,11,71.81,23.88,91.34,29.77,0.414,35,5.28,32.19,5.03,31.13,Laterite
2025-10,MOIL-Mine-18,120926.61,76358.02,10,81.81,25.0,16.91,30.95,0.217,26,4.32,30.75,5.06,31.64,Laterite
2025-11,MOIL-Mine-18,127441.41,87686.72,10,73.53,23.39,26.2,24.14,0.268,26,3.84,31.13,5.55,28.07,Manganese-bearing
2025-12,MOIL-Mine-18,122678.75,106714.26,12,77.86,5.67,4.48,22.4,0.226,23,0.99,31.55,4.86,30.69,Manganese-bearing
2021-01,MOIL-Mine-19,91549.81,73231.74,11,83.9,13.29,33.74,24.31,0.249,25,4.46,32.5,3.76,25.36,Manganese-bearing
2021-02,MOIL-Mine-19,91372.19,71956.2,12,78.99,20.84,10.34,25.15,0.203,20,3.53,30.46,4.46,29.11,Manganese-bearing
2021-03,MOIL-Mine-19,93317.93,74272.99,13,89.2,17.78,24.35,25.72,0.28,25,4.21,29.13,4.1,29.43,Manganese-bearing
2021-04,MOIL-Mine-19,91155.56,70143.35,12,80.04,22.44,55.76,33.61,0.291,26,3.54,32.91,4.81,28.18,Manganese-bearing
2021-05,MOIL-Mine-19,91204.9,73376.01,10,82.17,21.61,18.48,34.57,0.309,28,2.47,31.16,4.13,24.09,Banded formation
2021-06,MOIL-Mine-19,93129.51,64703.31,13,78.28,18.1,65.91,33.87,0.285,29,4.93,30.99,4.21,25.55,Metamorphic
2021-07,MOIL-Mine-19,91615.34,63978.21,12,81.15,19.83,50.74,28.29,0.256,28,3.86,27.43,4.19,26.89,Metamorphic
2021-08,MOIL-Mine-19,90458.27,50312.92,11,79.35,24.9,133.4,28.17,0.413,26,8.87,31.84,3.81,24.12,Manganese-bearing
2021-09,MOIL-Mine-19,92339.05,52791.97,11,74.05,24.87,105.19,28.61,0.343,21,6.3,30.77,3.32,27.23,Metamorphic
2021-10,MOIL-Mine-19,93910.32,76897.25,11,85.61,10.56,36.35,30.92,0.238,24,3.94,30.33,4.47,22.18,Metamorphic
2021-11,MOIL-Mine-19,94076.48,64048.76,12,76.81,19.47,30.28,26.2,0.259,19,4.18,30.59,3.4,26.83,Laterite
2021-12,MOIL-Mine-19,92698.0,76963.82,12,80.12,18.35,17.82,23.83,0.238,24,3.04,32.37,3.89,24.32,Manganese-bearing
2022-01,MOIL-Mine-19,95254.07,75306.83,13,83.55,19.22,25.47,21.75,0.216,20,3.65,30.18,3.93,22.57,Banded formation
2022-02,MOIL-Mine-19,92176.64,73712.95,11,81.05,15.9,16.01,22.99,0.189,27,4.28,31.13,4.03,24.89,Manganese-bearing
2022-03,MOIL-Mine-19,93327.07,72773.01,13,87.15,16.81,14.52,28.19,0.219,21,3.34,30.35,3.5,29.97,Banded formation
2022-04,MOIL-Mine-19,93327.0,72248.53,12,86.07,19.49,8.83,29.46,0.219,24,2.58,31.2,3.83,23.56,Laterite
2022-05,MOIL-Mine-19,95322.18,69741.94,11,71.96,19.65,18.79,34.42,0.272,20,4.09,30.0,3.15,24.16,Manganese-bearing
2022-06,MOIL-Mine-19,98216.19,54018.9,12,74.75,33.2,127.56,31.15,0.472,29,7.45,30.69,4.18,26.16,Laterite
2022-07,MOIL-Mine-19,94848.01,65206.41,12,80.37,21.42,44.62,30.01,0.28,26,3.89,31.32,3.83,27.76,Laterite
2022-08,MOIL-Mine-19,94059.31,56017.57,12,74.78,18.38,149.33,27.78,0.466,25,8.31,34.15,4.36,25.92,Manganese-bearing
2022-09,MOIL-Mine-19,94652.11,52384.73,12,66.32,16.52,117.67,29.26,0.394,25,7.66,28.88,4.2,28.56,Metamorphic
2022-10,MOIL-Mine-19,92273.03,70959.9,11,78.02,18.06,14.26,23.54,0.153,25,3.84,31.15,4.57,31.51,Manganese-bearing
2022-11,MOIL-Mine-19,92045.59,74536.71,12,84.06,21.43,27.08,22.28,0.294,29,2.51,30.5,3.74,26.17,Manganese-bearing
2022-12,MOIL-Mine-19,94541.03,71567.26,11,75.27,12.74,12.5,19.02,0.154,27,1.84,30.02,3.64,29.53,Laterite
2023-01,MOIL-Mine-19,99470.17,86111.37,13,83.53,13.52,14.15,22.34,0.251,29,2.81,32.58,4.04,30.72,Manganese-bearing
2023-02,MOIL-Mine-19,93750.92,68524.1,11,74.05,19.18,24.02,26.11,0.134,25,3.19,30.06,4.79,24.79,Laterite
2023-03,MOIL-Mine-19,95915.62,73183.2,11,77.72,20.56,25.64,25.47,0.231,29,3.81,31.3,3.32,22.1,Manganese-bearing
2023-04,MOIL-Mine-19,93845.83,67795.54,11,76.26,19.58,41.88,33.26,0.205,29,3.74,31.29,3.4,27.61,Banded formation
2023-05,MOIL-Mine-19,94602.15,78138.77,13,77.53,14.84,11.64,38.26,0.264,25,2.97,31.6,4.77,29.23,Banded formation
2023-06,MOIL-Mine-19,93373.07,67337.58,12,83.08,11.91,38.7,32.52,0.273,23,3.54,27.82,4.54,24.37,Laterite
2023-07,MOIL-Mine-19,96378.34,53008.09,12,70.19,32.49,90.27,27.49,0.314,28,6.79,26.85,3.67,29.53,Metamorphic
2023-08,MOIL-Mine-19,96275.53,52951.54,11,64.74,32.43,179.32,30.48,0.533,28,7.66,32.23,3.33,26.15,Manganese-bearing
2023-09,MOIL-Mine-19,93301.17,58111.72,11,74.25,26.94,71.32,30.42,0.276,29,3.89,32.31,4.47,30.1,Laterite
2023-10,MOIL-Mine-19,93074.39,56156.31,12,76.67,20.65,86.27,30.08,0.355,29,5.59,30.55,4.06,24.72,Laterite
2023-11,MOIL-Mine-19,96972.48,70497.65,12,73.52,18.74,34.68,22.76,0.284,27,4.29,30.22,3.82,28.59,Manganese-bearing
2023-12,MOIL-Mine-19,98503.77,77436.45,12,80.34,19.86,23.26,18.33,0.156,21,3.31,29.97,4.35,26.85,Manganese-bearing
2024-01,MOIL-Mine-19,97684.37,80584.37,11,80.02,20.04,23.32,25.9,0.208,30,3.49,32.64,3.83,24.32,Manganese-bearing
2024-02,MOIL-Mine-19,100639.63,90747.21,9,79.53,22.14,14.34,27.1,0.127,26,2.05,35.94,4.52,24.23,Manganese-bearing
2024-03,MOIL-Mine-19,96371.63,76546.08,12,87.58,19.73,14.21,30.21,0.226,26,3.79,31.2,3.43,25.02,Banded formation
2024-04,MOIL-Mine-19,94620.09,80679.33,10,77.65,8.82,24.65,32.7,0.173,25,3.05,30.91,4.1,26.48,Manganese-bearing
2024-05,MOIL-Mine-19,96641.73,67976.74,11,80.79,22.09,21.52,36.7,0.193,31,3.46,31.66,4.0,22.5,Laterite
2024-06,MOIL-Mine-19,99344.93,54639.71,12,78.46,25.97,156.01,30.0,0.45,24,9.49,32.56,4.83,25.58,Metamorphic
2024-07,MOIL-Mine-19,96209.28,55665.16,12,65.59,24.18,135.4,27.91,0.491,28,6.15,31.58,3.79,23.95,Manganese-bearing
2024-08,MOIL-Mine-19,97749.9,53762.45,14,64.26,31.48,204.88,27.57,0.533,38,9.59,30.3,3.81,32.64,Manganese-bearing
2024-09,MOIL-Mine-19,96460.41,59965.04,12,76.73,26.69,79.71,26.9,0.354,25,6.65,32.13,3.5,28.2,Manganese-bearing
2024-10,MOIL-Mine-19,98580.92,65221.91,12,73.29,26.54,60.96,26.88,0.267,28,4.9,31.41,3.98,26.41,Manganese-bearing
2024-11,MOIL-Mine-19,96855.48,72585.18,12,80.6,20.11,51.53,24.73,0.305,27,3.29,29.79,4.0,26.53,Banded formation
2024-12,MOIL-Mine-19,99680.05,79312.79,12,86.71,21.22,25.63,19.36,0.226,24,4.0,32.4,3.94,30.32,Manganese-bearing
2025-01,MOIL-Mine-19,96907.26,82348.42,11,84.5,16.94,14.96,23.32,0.172,19,2.52,30.43,4.11,23.52,Manganese-bearing
2025-02,MOIL-Mine-19,99069.82,76614.42,12,85.38,26.0,21.18,26.51,0.195,32,3.52,31.51,3.65,25.4,Banded formation
